	negtaive_h	ee	el	re	positive_h
OTU_2380_skin	0.000133306671998933	0	1.5114370441128e-06	0	1.03493199887984e-05
OTU_2628_skin	1.29470470241212e-05	3.03446852800967e-06	2.7709679142068e-06	0	0
OTU_3363_skin	0	1.89654283000603e-06	4.18618580335051e-05	4.81684527196738e-06	0
OTU_5740_skin	0	1.8206811168058e-05	2.7709679142068e-06	0	2.92367618030896e-07
OTU_2541_skin	0.000116462325161814	0	1.5114370441128e-06	0	4.67788188849433e-06
ASV5_stool	0.101619266286458	0.0774064070535736	0.0819365034640556	0.107290386288395	0.0986022314518678
ASV12_stool	0.182484121599566	0.0827644727961391	0.100407665990832	0.0828570609839134	0.0674778955643137
ASV26_stool	0.0846713102859155	0.154936493292252	0.132992050713919	0.134893637023405	0.143327754961097
ASV27_stool	0.0329946573086128	0.0213355010600572	0.0447476687617729	0.0279674048431255	0.0306379281064113
ASV31_stool	0.0050730140186916	0.10170110590982	0.023571661769507	0.1166245943022	0.0895917423325776
ASV33_stool	0.00244867627794403	0.0053695237170119	0.0093032843623922	0.0103279406943949	0.0036651764579756
ASV43_stool	0.0430459007200133	0.0713605293773464	0.0669410860850141	0.0626121498238351	0.0402709518171207
ASV47_stool	0.0145808381344791	0.000383074021687884	0.00315243355886881	0.00802102000045494	0.0118389342416642
ASV48_stool	0.044574163577085	0.0345171657527161	0.054673266595763	0.0451915075791581	0.0508494513751471
ASV57_stool	0.0254538169782432	0.0244788075998963	0.0348215052624323	0.0333302223687617	0.0204159010801141
ASV61_stool	0.0171523071265389	0.0593197379216654	0.0333183951785351	0.0136093595726283	0.0164092636882276
ASV65_stool	0.0212643396863182	0.00371319156569748	0.0180862211252133	0.0100064237938157	0.0103617243920848
ASV67_stool	0.0617926906660473	0.031403010587793	0.0450837003605605	0.0517765490234437	0.0685683016244766
ASV68_stool	0.000604585921526459	0.000768332528286425	0.0206986614430298	0.000360620266858998	0.00020917260613573
ASV75_stool	0.00487394901081733	0.00557925744938796	0.00567069587507089	0.00541621433604648	0.00639541076056306
ASV77_stool	0.00822073677129632	0.00395648069019519	0.00703710096043599	0.00997773790110181	0.0110902381661299
ASV78_stool	0.0135894262995757	0.00846408977679599	0.0115747503286825	0.00550917483431387	0.00670932896356143
ASV87_stool	0.0270929510216953	0.0342640038594368	0.0191044148945508	0.025281345197982	0.0407703197208891
ASV97_stool	0.0225519226651677	0.0117599245446558	0.0133329094269256	0.0132010432698992	0.0123586642207816
ASV88_stool	0.00629265707095397	0.014945187281533	0.00907606921318968	0.00620266858997476	0.00751695520824632
ASV111_stool	0.00423210136338767	0.00324855799199463	0.00434557715910944	0.00303859343582962	0.00611579435488857
ASV112_stool	0.0032942874954884	0.00133781235266384	0.00233863423760524	0.00343520475741996	0.00446709638734822
ASV117_stool	0.0101049516931087	0.0101938649605598	0.0092545888309208	0.0111979718301655	0.00905343662510623
ASV122_stool	0.0732035508257595	0.0908970600532688	0.0838168825336203	0.0799205868742429	0.0790110771080515
ASV130_stool	0.0470540261820635	0.026269363718542	0.0439334837523648	0.0308134885582329	0.0474940638970246
ASV144_stool	0.000705921073205028	0.0002003771805752	0.00327103388858908	0.000587250286476533	0.00031479538300105
ASV149_stool	0.00871678244884605	0.0124936547930683	0.0056097196631878	0.00640339441870324	0.0111153784993986
ASV152_stool	0.0162432235228013	0.0101704781178935	0.0105048780721033	0.0113737805955216	0.0117285225995731
ASV185_stool	0.0013414460538798	0.000591477078617905	0.000187090739008419	0.000106043272303902	0.00055959249787212
ASV187_stool	0.0041004314213208	0.00270189989076957	0.002175563867304	0.00450500315274053	0.0023678558467578
ASV190_stool	0.00418283692413134	0.00829054018671172	0.00157756595046695	0.00368879762688055	0.000849428992368691
ASV194_stool	0.0076872577355822	0.00455520078381917	0.00801464787438656	0.00454782799741296	0.00348107229274591
ASV197_stool	8.68220721437067e-05	0.000118876615978998	0	0	0.000242008796710195
ASV201_stool	0.0022927958092803	0.000544755913161618	0.000474135767975888	0.000599860014033004	0.00156684439275276
ASV234_stool	0.0013592309758193	0.00374573055721966	0.000467726847521048	0.000811232990387422	0.0012137795180307
ASV113_stool	0.0185815061011192	0.0213629441231983	0.017330367529537	0.0203308452455196	0.0216331865131107
ASV236_stool	0.00292511397135851	0.00276637306983355	0.00150257249766137	0.000329318795637782	0.0030655432615918
ASV256_stool	0.00160571350381713	0.000766903808047427	0.00329555134479048	0.000840263168164386	0.00110251206449924
ASV267_stool	0.00435926429628196	0.00176058401529486	0.00127003134551202	0.000682128629168418	0.00206467086027987
ASV293_stool	0.00786898001285212	0.0020751850814878	0.00257153596701188	0.00244440902322136	0.00259160687736092
ASV321_stool	0.005252766961207	0.00434349811103823	0.00346635523009661	0.0021415702000524	0.00267991623958886
ASV350_stool	0.00123795266564228	0.00262868570476966	0.0021988343022213	0.000982559807107847	0.000807315466904763
ASV39_stool	0.000401219368668008	0.000189849895386289	0.000654817586529466	5.15584719943754e-05	2.99805126667666e-05
ASV382_stool	0.000867659024182219	0.00216319373975435	0.00145936406391989	0.00301119853053984	0.000638188810052182
ASV384_stool	0.000444190548434525	0.000117868929750118	7.83855127905577e-05	3.04228780042592e-05	0.000140045125651599
ASV338_stool	0.00387236850548542	0.00535781029540749	0.00713876695606917	0.00398651986127998	0.00265709107801706
ASV468_stool	0.000394061092461339	0.000365393682225366	0.00129323304768859	0.000512297883005717	0.000164960964909971
ASV474_stool	0.0163562790296754	0.00541941737510775	0.0103072535302963	0.00986711743542699	0.00716188636183458
ASV254_stool	1.96869770646717e-05	0	2.79955207166854e-05	2.00356188780053e-05	0.000290148786234183
ASV488_stool	0.00162874672602625	0.00171814187297231	0.00267067231422107	0.000960847264407662	0.00168448434634312
ASV535_stool	9.70103489256032e-05	0.000244771422083938	0.000107618440760623	7.33072308031104e-05	5.08410511515549e-05
ASV539_stool	0.00199789148992334	0.000764924512037682	0.00102651440204062	0.000463252156540456	0.000706143102075083
ASV549_stool	0.000444223554888636	0	0.000514551069266635	0.00042011796263325	0.00134007366194543
ASV582_stool	8.3796068658455e-05	0	0	0.000108186080057699	5.8843308675185e-05
ASV670_stool	0.000394575470485095	0.0002940514238513	3.62034372598295e-05	0.00012973284249133	1.70039108995069e-05
ASV677_stool	0.00185789048606095	0.00188037351702051	0.0027410069350777	0.00175901700085819	0.00107012216108259
ASV683_stool	0.00348327252136238	0.00242992958906568	0.00258064699433208	0.00422495475362642	0.00232223134349046
ASV712_stool	0.00244973998412098	0.00108062770443281	0.00472543404824997	0.000926742962841757	0.00163180102975577
ASV713_stool	0.000714228281462874	0.000315582822877525	0.000271313125846638	0.000555330889196717	0.000939165548093026
ASV801_stool	0.000399231500490339	0.000416441993741806	0.000517871303360405	0.000417011563846717	0.000454203796914893
ASV811_stool	0.000718927472789314	0.0005674105776604	0.00018196292505402	0.000497729828884309	0.000567656700391495
ASV831_stool	0.00141987487102915	0.000430853162442284	0.000793272673910248	0.000414551526229689	0.0010541106985424
ASV940_stool	0.000502739897171951	0	0.000652954619653934	0	0.000658621176183134
ASV983_stool	0.00108046947739984	0.000902610296595925	0.000814606441486727	0.000801764810287715	0.000843795474330787
ASV999_stool	0.000863637313975783	0.00019905423520983	0.0012591347330324	0.000505683330224435	0.000871097580058998
ASV1020_stool	0.000197291223234113	7.66148043375766e-05	0.000374181478016838	0.000151380231522707	0.000270479297034412
ASV1081_stool	0.000173726844594436	0	0	9.84298101710804e-05	0.000127061204222285
ASV1111_stool	0.000165531949565925	0.000156117803214129	0.000391158052949893	0.000610004143384705	0.000104934285104714
ASV1189_stool	0.00112522733194423	0.00122739081012379	0.00133046985498169	0.000930154308481435	0.00178879767043
ASV1402_stool	6.97314610504367e-05	0	1.75397567820393e-05	1.78094390026714e-05	1.49902563333833e-05
ASV1460_stool	0.000126791560268828	0.000145355551620225	0.000146051156292698	0.000186212641779085	0.00013491230700045
ASV1470_stool	0.00151106583164772	0.000985727662039762	0.00144371676480869	0.000301725896676505	0.00034735732241424
ASV1658_stool	2.02488919663948e-05	0	0	1.17178345441762e-05	2.33408542752665e-05
ASV1668_stool	0.000167467054314108	0.000257924952159081	0.000608044901777362	0.000263326251520527	0.000913448194631508
ASV1701_stool	0.000500874230602876	0.000634252269826073	0.000374584190070754	0.000506571382855475	0.000158142416445745
ASV1870_stool	0.000141358845803992	0.000285574094312587	0.00022061678573342	0.000373860225008891	8.80996448453342e-05
ASV2080_stool	0.000493822754524217	0.000430161112069478	0.00114724789913321	0.000160239112365509	0.00823545727126375
ASV2128_stool	0.000139853737936547	0.000111975483262612	4.09260991580916e-05	9.71343790413747e-05	4.24203968801655e-05
ASV2312_stool	0.000170620467893822	0.000571664309288072	0.000666510757717494	0.000110256684226376	8.44600643997317e-05
ASV2321_stool	6.45048328450348e-05	0.000299525750894417	0.000116931711880262	0.000173272993336667	5.24658971668416e-05
ASV2358_stool	0.000419401407474017	0.000118876615978998	0.000503903453691467	0.00041828793774319	0.00024219031138867
ASV2458_stool	0.000296176535269099	0.000149972435169403	0.000211836829768386	4.78152253379115e-05	0.000217000356746177
ASV2269_stool	0	8.84016973125884e-05	0	6.0106856634016e-05	0.000442212561834808
ASV2545_stool	0.00087217366596934	0.00156586454110645	0.000838494189846937	0.00123175285943163	0.0011553648346797
ASV2706_stool	0.000650673153001206	0.000367301714970645	0.000922148773202427	0.000720370878708136	0.000737182081309619
ASV2867_stool	0.000266425663815725	0.000808661776574408	0.000525738769230662	0.000460502440132034	0.000212144134846633
ASV2950_stool	0.000401583296995094	0.000465582272512966	0.000156575857549754	0.00013791890365278	0.000482913992981407
ASV3102_stool	4.57854014719725e-05	0	0	0.000175284837861525	9.04605330620029e-05
ASV3129_stool	3.28116284411196e-05	0	0	2.26139598538432e-05	2.2485384500075e-05
ASV3166_stool	0.000203432096334942	0.00135549269212636	0.000537885874649204	0.000253562253004639	0
ASV3180_stool	0.000208728640858936	0	0.000370413412446353	0	0.000991828569500541
ASV873_stool	4.719578384331e-05	0.000326910693942246	6.08457560085184e-05	3.04228780042592e-05	0.000265992646939636
ASV3259_stool	8.86242293640922e-05	0.000173074534261877	0.000210011339665588	0	0.000184989425727571
ASV3119_stool	0.000305703570901539	0.000324115364205443	0.000126150068561528	0.000255796780402355	0.000109671100130875
ASV4011_stool	0.000118751235812028	8.84016973125884e-05	4.09260991580916e-05	3.98406374501992e-05	4.61205716149455e-05
ASV4488_stool	1.11209964412811e-05	0	0.000139977603583427	0	1.70039108995069e-05
ASV4889_stool	8.53102339469108e-05	0.000159123055162659	9.93919550982226e-05	0.00018407695497409	0
ASV5088_stool	6.83874023974096e-05	0.000591359467364419	0.00068560235063663	0.000685178507032096	1.54942671211652e-05
ASV5822_stool	6.90321689907497e-05	4.71475719000472e-05	5.26192703461178e-05	2.99968216808529e-05	0
ASV5093_stool	0.000367555470921159	7.07213578500708e-05	5.8465855940131e-05	0	0
ASV6686_stool	2.11797768376172e-05	5.3041018387553e-05	0	1.59354202278415e-05	4.14948520449183e-05
ASV7351_stool	0	0.000412541254125412	0.000368334892422826	0.0001254919560144	0
ASV7597_stool	0	0	6.53228816722658e-05	1.37092403525075e-05	7.73826375292902e-05
ASV7821_stool	0.000189544713597938	0	0.000568634140793814	0.000175284837861525	0.000229963532031884
IGLL5	3.15964488095238	2.78847864285714	2.771826	2.2963041	2.91359674761905
MASP2	-3.15837144404762	-3.42422135714286	-3.20497928571429	-4.15362828571429	-3.6929597047619
APOL1	2.26591197619048	2.06673228571429	2.03236271428571	1.96036385714286	2.0049498952381
CEP290	-5.00722379761905	-4.62835385714286	-4.78098857142857	-4.73315471428571	-4.8082927952381
CD5L	-0.224915229761905	0.240632157142857	0.0602278714285714	-0.77982245	-0.0610291433333333
FCN3	0.715868766904762	0.874622114285714	0.828281957142857	0.799050248571429	0.584711813214286
ATRN	-1.10631424833333	-1.30476872857143	-1.22880437142857	-1.0558903	-1.13207677738095
ATRN.1	-1.59047412380952	-1.61587015142857	-1.96909171428571	-1.75734677142857	-1.80139159285714
APOM	2.34116567857143	2.31138685714286	2.24956428571429	2.18097228571429	2.2355038
CP	5.52169598809524	5.66936307142857	5.65059214285714	5.5130905	5.67616528809524
F13A1	-0.293819209571429	-0.165546617142857	-0.303605342857143	0.159637926428571	-0.370428342214286
F2	5.08506867857143	4.88511207142857	4.95517871428571	4.82656771428571	5.0033686
C1R	1.97060128571429	1.88973422857143	1.87539728571429	1.55370169285714	2.18632369047619
HP	7.19216794047619	7.44135057142857	7.03416457142857	7.04394735714286	6.96384650238095
HPR	1.63123279761905	2.14378064285714	1.61512001428571	1.88693091428571	1.76169701666667
F9	-2.04453417380952	-1.08971731428571	-1.09652078571429	-1.62183272142857	-1.56514499952381
F10	0.490077987857143	0.0546760857142857	0.624078842857143	0.643764164285714	0.651036755714286
CFD	-4.01034661904762	-3.31166221428571	-4.62089242857143	-4.57880542857143	-3.73623076428571
PLG	4.80590522619048	4.61921385714286	4.686313	4.73834392857143	4.82321320476191
F12	1.81551403571429	1.78072542857143	1.74185514285714	2.04927435714286	2.01977727142857
CFB	4.9443826547619	4.99751342857143	4.94941357142857	4.83022628571429	4.85285922380952
CA1	-3.13277072380952	-3.20351557142857	-2.34261788571429	-2.92417737142857	-2.86930772190476
ASS1	-4.24485927380952	-3.0014832	-4.39163871428571	-4.20214	-3.33612068333333
SERPINC1	5.12963492857143	4.95186571428571	4.91554514285714	4.91373664285714	5.0381429
SERPINA1	7.93547701190476	7.63812321428571	7.71010514285714	7.48935028571429	7.72777931428571
SERPINA3	5.18412821428571	5.091041	5.03478114285714	4.95427378571429	4.95696602619048
AGT	3.34468367857143	3.27493278571429	3.27250042857143	3.34517835714286	3.38025306190476
A2M	8.08351242857143	7.89306814285714	7.88912471428571	7.84087771428571	7.92019816904762
C3	8.60317761904762	8.47082014285714	8.443269	8.5037395	8.42304232142857
C5	3.48220752380952	3.4809795	3.47365542857143	3.50736028571429	3.52159807142857
CST3	-2.22156744047619	-2.37036	-2.46798457142857	-2.5579185	-1.99998277047619
KNG1	3.18786560714286	3.44196564285714	3.296963	3.22130942857143	3.49237770714286
KNG1_2	-4.95917072142857	-5.00253662857143	-4.63501628571429	-4.09142685714286	-5.36531907619048
IGF2	-3.48428869047619	-3.46054578571429	-2.92819557142857	-2.963922	-3.03136260238095
IGJ	3.76366580952381	3.23414	3.43688214285714	3.25662357142857	3.14805918571429
KVD33	-2.24711191666667	-2.15828614285714	-2.083029	-2.09013035714286	-2.41097783095238
KV133	-3.28914386904762	-3.01543414285714	-2.92871242857143	-3.00854371428571	-3.00286702857143
KVD16	-1.39226739404762	-1.28823927142857	-1.39657335714286	-1.55032012142857	-1.4875602202381
KVD33_2	-2.09400561904762	-1.88668692857143	-2.27853345714286	-1.93309158571429	-1.93679244285714
KVD33_3	-4.23255591666667	-4.07852928571429	-4.12073185714286	-4.14939242857143	-3.91958080238095
KV139	-4.76511201190476	-4.92911478571429	-4.75831414285714	-5.21836828571429	-4.63729750714286
KVD33_4	-0.27282729047619	-0.0668519114285714	-0.399007842857143	-0.238014121428571	-0.5554678
KVD28	-4.7984269047619	-4.67606814285714	-5.04102428571429	-4.96598964285714	-4.96115792380952
KV320	-4.26835363095238	-4.56746135714286	-4.61461342857143	-4.44634064285714	-4.13503486666667
KV320_2	1.23974783095238	0.964567021428571	1.2348243	1.06434675714286	1.13274185095238
LV144	-1.32745387607143	-1.60904927142857	-1.10499975285714	-1.59929284785714	-1.43821796280952
LV147	0.0778987394523809	-0.248766685	0.0472745428571429	-0.174032534285714	-0.12401464547619
LV140	-3.33379044047619	-3.52569007142857	-2.750194	-3.37795464285714	-3.69970094761905
LV211	-4.89627052380952	-4.88645735714286	-4.19043657142857	-4.4942655	-4.26217527142857
LV319	0.920104780952381	1.07426575714286	1.0885654	0.906972592857143	0.945293986904762
LV325	1.97138683333333	1.7109789	1.878512	1.7405672	1.72298009642857
LV321	-0.320871253333333	-0.282998078571429	-0.302785485714286	-0.618349038428571	-0.379977568904762
HV169	-4.67127319047619	-4.16693985714286	-4.75312157142857	-4.89496128571429	-4.53371452380952
HV146	-3.64408470238095	-3.88965614285714	-3.074074	-3.79413785714286	-3.40261885714286
HV348	-2.53225654761905	-2.05274185714286	-1.81118928571429	-2.70206414285714	-1.96899741904762
HV323	-0.421681225	-0.66456967	-0.3284106	-0.348255847142857	-0.508126739047619
HV313	-0.603219067857143	-0.629849925714286	-0.634759691428571	-0.893744567142857	-0.7138056035
HV353	-1.14583524880952	-1.15237265714286	-1.29080584285714	-1.40481485714286	-1.33993258285714
HV330	-2.92712858333333	-3.12629692857143	-2.73940871428571	-3.01996142857143	-2.85753337142857
HV333	-4.45037586904762	-4.9513855	-4.31633885714286	-3.75546735714286	-4.03067232619048
HV333_2	-2.4823246952381	-2.80768134285714	-1.81726454285714	-2.32828964285714	-2.13807544761905
HV330_2	-3.60809096428571	-3.80909235714286	-3.59560671428571	-3.66860557142857	-3.93865338095238
HV307	-0.549916770238095	-0.8664395	-0.558631291428571	-0.315575877857143	-0.566976131071429
HV307_2	2.54842905952381	2.62018371428571	2.52078385714286	2.99113457142857	2.49149756904762
HV439	-2.67786689285714	-2.04680710714286	-2.30965051428571	-2.36983564285714	-2.06912215238095
PIGR	-4.41933584523809	-3.84999421428571	-3.32364457142857	-3.848898	-4.09762409047619
IGKC	6.62956092857143	6.32887757142857	6.134757	6.23868028571429	6.08951684047619
IGHG1	6.50405283333333	6.19147235714286	6.21365328571429	6.26359814285714	6.22763069761905
IGHG2	5.61850644047619	5.34861728571429	5.48978357142857	5.59168964285714	5.09735097142857
IGHG3	0.734276836190476	0.433031577142857	-0.313573557142857	-0.2819555	0.17722668
IGHG4	2.71073838095238	2.28975096428571	2.42478604285714	2.27346004285714	2.3051725
IGHM	5.50464129761905	5.35300907142857	5.36194142857143	5.27391557142857	5.25387502142857
IGHA1	5.75701929761905	5.53974135714286	5.67903442857143	5.52984342857143	5.33594308809524
IGHA2	-0.533762388095238	-0.227553921428571	0.173817871428571	0.19391505	-0.434678983285714
IGHD	-1.58968114404762	-1.70822949285714	-1.60141688285714	-2.6155323	-2.11947077952381
HBD	-2.846962725	-3.42676578571429	-2.78799421428571	-3.51094421428571	-3.20036284761905
APOA1	8.73630682142857	8.24493492857143	7.89155728571429	8.89123364285714	8.22285348809524
APOE	4.48831823809524	4.4630985	4.53722028571429	4.37432671428571	4.37755697380952
APOA2	4.69983148809524	4.235202	4.17494442857143	4.87024678571429	4.24251636428571
APOC1	1.97586043690476	1.20589174857143	1.30229145714286	0.979820114285714	1.45068327785714
APOC2	2.68323022619048	2.06096263571429	2.15801671428571	2.99621178571429	2.2848844452381
APOC3	5.08828927380952	4.62622878571429	4.74549257142857	4.85966035714286	4.96177431428571
FGA	9.26725088095238	9.21874814285714	8.95332942857143	9.20133878571428	8.91004933571429
FGB	9.03118238095238	8.99440728571428	8.72390942857143	8.99904514285714	8.79930413809524
FGG	7.9302111547619	8.00209507142857	7.82525885714286	7.90676221428571	7.85141289047619
APCS	-1.48103105238095	-2.59339994285714	-1.55718578571429	-2.15882468571429	-2.13200218333333
C1QA	2.40172667857143	2.33202992857143	2.33454328571429	2.27598592857143	2.25258799285714
C1QB	0.89971425952381	0.795408821428571	0.988181928571429	0.93183245	0.982747996190476
C1QC	2.01325571428571	2.0020635	2.15160957142857	2.07698842857143	2.05815282619048
C9	1.89985369047619	2.18052628571429	2.11581585714286	1.94188807142857	2.01624637142857
APOH	3.75443680952381	3.70132057142857	3.76248314285714	3.90772214285714	4.05404447380952
LRG1	2.95313792857143	2.88124082857143	2.86658428571429	2.82261114285714	2.91267512380952
FN1	6.13117754761905	5.99011028571429	5.82060157142857	6.41534678571429	6.13522775238095
RBP4	1.88476011904762	2.05190164285714	1.91068228571429	1.9621844	1.90275932619048
AMBP	3.31600658333333	3.33613114285714	3.18280942857143	3.19746935714286	3.36408660952381
ORM1	6.61204672619048	6.42311742857143	6.15491071428571	6.29641142857143	6.07113406666667
AHSG	5.45281278571429	5.09694092857143	5.02738942857143	5.18682042857143	5.10895379285714
TTR	0.0031995507142857	-0.0759453085714285	0.0598746861428571	0.432066891428571	0.228199973285714
ALB	11.2930857142857	11.0927792857143	10.7118342857143	11.1660242857143	11.2178335238095
GC	5.78022260714286	5.64381421428571	5.64234842857143	5.62947892857143	5.77412722857143
PPBP	-1.34688605	-2.00385159285714	-2.43998312857143	-2.01460864285714	-0.827882742142857
PF4	-2.71274689238095	-3.34345192857143	-3.40012385714286	-3.1760105	-2.02073696595238
TFRC	-2.60163998809524	-3.21509442857143	-2.50430785714286	-2.45567264285714	-2.31439339380952
TF	9.47573514285714	9.4379735	9.25339171428571	9.36414064285714	9.57517351666667
HPX	6.77207953571429	6.82473421428571	6.57754142857143	6.50856421428571	6.76084131666667
F11	-2.27394685	-2.06730464285714	-2.13386971428571	-1.52926035714286	-1.63645008571429
KLKB1	2.28638726190476	2.38259457142857	2.28234685714286	2.65143007142857	2.41270076428571
C4BPA	3.27836046428571	3.32331414285714	3.26095771428571	3.58688171428571	3.43474515238095
VTN	4.69149404761905	4.59825564285714	4.623841	4.55086942857143	4.65831732857143
PROC	-2.50231996428571	-2.77938792857143	-2.20276071428571	-2.463403	-2.37565667380952
APOB	6.07542373809524	5.48413635714286	5.57999628571429	6.13811392857143	5.84381557857143
LCAT	-0.701207848571429	-0.882466057142857	-0.583850614285714	-0.681386404285714	-0.624911243333333
HRG	4.03400367857143	4.04344957142857	3.94581642857143	4.10477935714286	3.89863759761905
KV320.1	-4.29021004761905	-4.50935885714286	-4.611904	-3.91122685714286	-4.01151720238095
KV315	2.48053883333333	2.42213921428571	2.56386085714286	2.52823878571429	2.1346987547619
LV743	0.791289631428571	-0.03428845	0.638926515714286	0.352928242857143	0.56920261
A1BG	5.22755798809524	5.04177957142857	5.07372142857143	5.0632115	5.1598474547619
IGHM.1	0.944331769047619	-0.347395171428571	-0.827269085714286	-0.0408708285714286	0.385011301666667
VWF	0.278057615238095	0.728822357142857	0.0518235014285715	0.437648224285714	0.0386893255714286
SHBG	-1.37769697380952	-1.81767227142857	-1.45225628571429	-1.64792342857143	-1.54393874047619
GAPDH	-3.41828006666667	-3.961976	-3.38696314285714	-2.97413151857143	-4.20442695761905
KV116	-2.10419215952381	-1.27122937142857	-2.24219418571429	-2.10883727142857	-3.0609390947619
KV311	3.00951610357143	2.13016295714286	3.10039528571429	2.34610977142857	2.75774057857143
KV310	-4.58319525	-4.96992735714286	-4.25212914285714	-3.9720408	-4.25518405
HV270	-3.23961346428571	-3.01274078571429	-2.92527957142857	-3.77563857142857	-2.9166076952381
APOD	3.25031321428571	3.24187857142857	3.081967	3.12872457142857	2.99723705952381
SERPINA5	-4.36909544761905	-3.56137447142857	-2.6249282	-3.74721375857143	-5.24501662892857
SERPING1	3.59880098809524	3.94370207142857	3.88201728571429	3.61825978571429	3.42646047619048
CFI	1.87760991666667	1.96893685714286	1.99025071428571	1.93701457142857	2.0603943452381
F13B	0.29087560452381	0.592829275	0.320782204285714	0.464363085	0.354622386333333
CLEC3B	-0.82915419047619	-0.801453907142857	-0.624900675714286	-0.36640515	-0.647206713571429
SERPINA7	-0.372413171190476	-0.467288724285714	-0.292389477142857	-0.705244821428571	-0.449503219047619
SERPIND1	3.41620704761905	3.12895878571429	3.311648	3.20486507142857	3.29978987380952
BCHE	-1.00747663809524	-1.18781955714286	-1.06167641428571	-0.733461037142857	-1.12143116095238
KV230	0.289409894047619	1.33320384785714	0.820793285714286	0.206894357142857	0.215669347142857
KV320.2	-5.63678638095238	-5.64666735714286	-5.240903	-5.50882778571429	-5.16645570714286
LV151	-1.06223394047619	-1.11055654285714	-0.743071014285714	-1.67688766428571	-1.1153708797619
LV657	-3.3785160952381	-3.5945365	-3.70181357142857	-3.75664028571429	-3.29230423333333
LV657_2	-3.31520908333333	-2.91271178571429	-3.98412014285714	-3.00685714285714	-2.68113509285714
HV434	-2.8969613052381	-3.59180464285714	-2.57957222857143	-2.7134068	-3.30376911428571
GSN	2.85610998809524	2.96097614285714	3.04753485714286	2.83412364285714	3.11939334761905
C2	2.14743914285714	2.00222071428571	2.14719228571429	2.03928	2.08148582619048
APOA4	5.16773851190476	5.00975471428571	4.86274028571429	5.08548921428571	5.15825627142857
ENO1	0.574778402857143	0.838638135714286	0.435189437142857	0.859977914285714	0.554681463571429
LDHB	-1.06666458809524	-1.53347835714286	-1.84731195714286	-0.672215694285714	-0.973725007142857
PROS1	1.9506855952381	1.69386578571429	1.965302	1.75759285714286	2.01056774761905
C8A	1.96805817857143	1.9091465	1.99590028571429	1.7244827	1.9482539047619
C8B	0.672803765952381	0.74261055	0.77178185	0.842297064285714	0.869337598571429
GP1BA	-4.23505994047619	-3.8855055	-3.68811885714286	-4.01819707142857	-4.00942758809524
C8G	1.53844293809524	1.25313634285714	1.56902997142857	1.08083376428571	1.69193830714286
PFN1	-5.15132958333333	-4.9942805	-4.68495728571429	-4.83291021428571	-4.26229056904762
THBS1	-3.98252935714286	-4.92798028571429	-4.31143488571429	-4.37729492857143	-2.39935135952381
SERPINA6	0.487674076309524	0.382285791428571	0.3994068	0.586869407142857	0.422307141452381
MGP	-4.80644764285714	-5.42256564285714	-5.61219628571429	-5.13878485714286	-4.80033331190476
LPA	-1.19242647380952	-0.966119542142857	-0.978356671428572	-1.76853818571429	-1.15387660214286
CD14	-1.46798967857143	-0.955752614285714	-1.07764017142857	-0.949536657142857	-1.28834499738095
PTPRC	-4.49313452380952	-4.90300092857143	-4.19432828571429	-3.45081421428571	-4.64155445714286
CFH	5.45206646428571	5.379256	5.29721314285714	5.48334678571429	5.41516148809524
SERPINF2	3.7964748452381	3.73386878571429	3.78750071428571	3.69850207142857	3.71498209285714
F7	-4.17196192857143	-4.55918071428571	-4.40681828571429	-4.32577121428571	-5.27109673333333
DBH	-2.11007390952381	-3.33597885714286	-2.00087302857143	-1.73053555714286	-1.70995752595238
C1S	2.46419317857143	2.48657535714286	2.45731271428571	2.36215228571429	2.39477847619048
C4A	-4.38462301547619	-3.93800807142857	-4.09954814285714	-4.68310057142857	-4.20477622142857
C4B	-0.753331477619048	-0.455232585714286	-0.6393915	-0.670690937142857	-0.681717416714286
IGLC2	-4.56921326190476	-4.480467	-4.56698214285714	-5.03407671428571	-4.18196499761905
SAA1	-1.58226591071429	-0.84125835	-1.83923115714286	-1.24791286428571	-1.61704847285714
SAA2	-4.96008322619048	-3.11942892857143	-4.31596514285714	-4.63775264285714	-4.17100710238095
C7	-0.131253512619048	0.658680575714286	0.419387585714286	0.639653662857143	0.576409751333333
CLU	4.25963126190476	4.07075721428571	4.17343714285714	4.10315328571429	4.18519697142857
CLU.1	3.38374877380952	3.29059335714286	3.40962157142857	3.16095028571429	3.29227231904762
MBL2	-3.89817148809524	-3.45928771428571	-4.29154271428571	-4.35975628571429	-3.87829047142857
MTHFD1	-4.56949782857143	-2.77759805714286	-3.0749497	-2.85085142857143	-3.99365353571429
CETP	-4.44286329761905	-4.285944	-4.17263885714286	-4.13801992857143	-4.25782369761905
IGF2R	-4.59079255952381	-3.4121475	-4.095416	-5.00767192857143	-4.86276815952381
COL6A3	-4.6856748452381	-4.70705407142857	-4.96234314285714	-4.918485	-5.32464081904762
F5	-0.572533945857143	-0.191788077142857	-0.331049534285714	-0.371295571428571	-0.424765057238095
MYH7	-3.46945914285714	-4.03773464285714	-4.39116728571429	-3.68418592857143	-3.90155546190476
NCAM1	-3.59647549047619	-2.07305965714286	-2.15182557142857	-2.39973141428571	-2.89356521190476
C6	1.94052888928571	2.18410057142857	2.07386485714286	2.12387835714286	1.86964059285714
LCP1	-2.67074829761905	-3.30646342857143	-3.51466114285714	-3.23067127142857	-3.29453084047619
