	negtaive_h	ee	el	re	positive_h
OTU_83_oral	0.00251777637878357	0.00274265500024628	0.00159197708716161	0.0021330232666061	0.00258916191793977
OTU_87_oral	0.00150543066183796	0.002072371358012	0.000852395525891054	0.00131563020277442	0.000855122944531808
OTU_94_oral	0.00196579157474213	0.00502645847838996	0.000331280818797124	0.00101191776992975	0.00251858146774417
OTU_88_oral	0.000400451828750934	6.33675020462451e-06	4.07976761643656e-06	6.07899991123536e-06	1.2192065149076e-06
OTU_106_oral	0.000616299128947565	0.00153985325141221	0.000636557078000613	0.000700035097610358	0.00122957875665355
OTU_108_oral	0.000390821933447393	0.00432464520572028	0.00158029254818679	0.00125668051629298	0.000848700828352708
OTU_113_oral	0.000897129248372723	0.000730331439567054	0.000784041004392908	0.000812206805624939	0.000976556288391551
OTU_127_oral	0.000831914700864505	0.000634022437234311	0.000614977744115163	0.000594220351326583	0.0004841053046752
OTU_105_oral	0.000293730372087479	5.90402418288305e-06	4.99553034025724e-05	3.47816809605236e-06	1.66255433851036e-06
OTU_151_oral	8.09927304280357e-05	0.000198359025248896	5.87350812893525e-05	0.000672086171025517	0.000177118102946452
OTU_156_oral	0.000987372299528009	0.00178704784108848	0.00105592342182171	0.00100809409093484	0.00166918738410901
OTU_166_oral	0.000265468815950498	0.000207125103562551	5.92246090003964e-05	0.000145416472778036	4.66783035353399e-05
OTU_183_oral	0	9.84004030480509e-07	4.20083185619226e-06	3.99332185914756e-06	0
OTU_138_oral	6.27020878437844e-05	9.00112784982659e-05	1.18084201908241e-05	1.39473542008034e-05	4.39744150771239e-05
OTU_179_oral	0.000516281381206552	0.00146351620113799	0.00192301771453481	0.00204420935642828	0.000643334369194319
OTU_201_oral	0.000506210725028192	0.000763434806907772	0.000240281451596402	0.000198354319726533	0.000473089120960756
OTU_207_oral	0.000250276307325615	9.38522118387736e-05	0.000133347624868713	0.000156971270040312	0.000244386708006423
OTU_221_oral	0.00034616380723616	0.000375577467552825	0.000314077708643265	0.000420980834069773	0.000641545330062977
OTU_235_oral	0.000359296579922707	0.000278991480106623	0.000153353099089468	0.00031446271209083	0.000656952680583347
OTU_22_oral	0.000142770940935312	0.00148919832841538	0.000233316239189536	0.00020003839431523	8.82875478884149e-05
OTU_262_oral	0.000808625883914719	0.00118082817589536	0.00102488422063559	0.00142424004018703	0.000846018073940305
OTU_274_oral	2.59429439699115e-05	4.48329909808368e-05	8.64927415111205e-05	0.000358591177574861	5.51782362065282e-05
OTU_275_oral	2.82383644823259e-05	6.15317594040095e-05	5.20083292268953e-05	0.000143053779072721	5.25641202575929e-05
OTU_291_oral	0.00136847898332303	0.000439561217623327	0.000338045519010456	0.000520873660120693	0.000415816436696424
OTU_312_oral	0.000308996439551125	0.000541436046513292	0.000230822520513216	0.000371671632258798	0.000517996390153194
OTU_327_oral	6.77284423772275e-06	4.42801813716229e-06	7.2820762130215e-05	1.09601411723176e-05	6.86366453990268e-05
OTU_348_oral	3.92485216390182e-06	0.000181234465617232	0	0	5.6722140920487e-07
OTU_359_oral	0.000233743051047316	0.000386890989416271	8.60754182904754e-05	0.000137212401955745	0.00037102246314086
OTU_388_oral	0.000117531022576073	1.56383052191634e-05	5.7116746630112e-06	9.78135369926029e-05	5.0045651612665e-05
OTU_399_oral	0.000104676308319536	0.000168824236912705	8.97548875616045e-06	0.000235695280617568	0.000142757473419315
OTU_404_oral	0.000181317087322309	0	3.55165145956103e-05	0	1.55779223228639e-05
OTU_414_oral	2.23834520584933e-05	5.4120221676428e-06	3.46449240718095e-05	3.87501515426455e-05	0.000104845686364541
OTU_423_oral	2.51786234828071e-05	1.51504732769071e-05	9.6678491661334e-05	6.9492638119379e-06	2.41414629202962e-05
OTU_428_oral	7.3118656956509e-06	0	0	5.95526903964076e-05	8.50832113807303e-07
OTU_438_oral	0.000226217883055841	4.63687886232229e-05	4.75074428327105e-05	0.000123253465750724	8.35565856490158e-05
OTU_493_oral	4.09199611611114e-05	4.05044106067726e-05	5.70452450592477e-05	5.69171255605682e-05	7.43817459864725e-05
OTU_498_oral	9.12634621138135e-05	0.000159406322207185	8.04082430081216e-05	6.9923879534018e-05	0.000112721660222623
OTU_570_oral	9.12335974091673e-07	3.44401410668177e-06	1.63190704657462e-06	2.54423922307076e-06	3.52073028157385e-06
OTU_582_oral	2.09849748897607e-05	7.22625819609369e-05	3.56658959169779e-05	5.75107282782191e-05	8.87930679482954e-05
OTU_215_oral	0.000669035711152057	0.00468346253229974	0.00814752644580984	0.000161480799724997	0.000125442731006871
OTU_614_oral	6.773962003903e-06	1.717858860716e-05	2.15361964727626e-05	1.257193028947e-05	1.54079052381528e-06
OTU_245_oral	0.000363994057094007	0	0.000181978526670924	5.43855626241831e-06	5.83549559024415e-06
OTU_691_oral	6.21463545152188e-06	1.47600604572076e-06	1.63190704657462e-06	1.63190704657462e-06	5.96358344222098e-06
OTU_657_oral	0	0.000233015741507871	1.96807003180401e-05	2.07915192778966e-06	3.01422715215819e-05
OTU_729_oral	3.71545674335711e-05	5.1781275890638e-05	1.18084201908241e-05	4.15279560335511e-05	3.81005169334266e-06
OTU_811_oral	2.49393958591271e-06	6.02284484869755e-06	2.84300904076875e-06	3.04515893977511e-06	5.93658416162626e-06
OTU_849_oral	8.82341606368928e-05	9.19639245678514e-05	3.83498155945038e-05	0.000138454201843959	0.000106268770913375
OTU_895_oral	9.87101868912871e-05	0.00104974160206718	0.00231994679166402	1.59401647797207e-05	1.74474395882404e-05
OTU_896_oral	1.17745564917055e-05	0	1.46871634191716e-05	2.03538548132189e-05	0
OTU_915_oral	0	0.000129453189726595	1.18084201908241e-05	8.72498836668218e-05	1.20569086086327e-05
OTU_981_oral	3.96090426174349e-06	2.26521089113396e-06	0	5.15765955333638e-05	3.70688605088956e-05
OTU_1508_oral	3.36385226321574e-06	1.78962589660257e-06	9.95053164269062e-06	1.60435094415188e-05	2.7651624904873e-06
OTU_1656_oral	0	3.93601612192204e-06	0	2.9914841042858e-06	2.17796665352099e-06
OTU_1742_oral	8.21868878801078e-06	5.7061016337632e-05	8.41766456803625e-05	0.000114743953466134	6.16305020885529e-05
OTU_1920_oral	3.2903395630429e-05	0	0	9.00965835375522e-06	3.9256739073541e-05
OTU_1_skin	0.729829615092271	0.669717178877464	0.520632286791302	0.657310526111624	0.622721399648147
OTU_2_skin	0.00167164927081838	0	2.7709679142068e-06	0.000140685101564013	0.000780716364937481
OTU_3_skin	0.0513553614135193	0.0865733306539043	0.132545037695139	0.172987204166175	0.0663907754702236
OTU_4_skin	0.00332052831706254	0.00181747751711363	0.00502653579637113	0.00532833890811639	0.0684715646212483
OTU_5_skin	0.00154184445183388	0.000708070916044971	0.000597569550468266	0.000345713092906341	0.0405270082644391
OTU_6_skin	0.00230414407641398	0.000758327277184092	2.7709679142068e-06	0.000174980436059173	0.011555552739458
OTU_7_skin	0.0013997200559888	1.89654283000603e-06	0	0	0.000110160467080381
OTU_14_skin	7.63492826984891e-06	4.5517027920145e-06	1.37105350075506e-05	5.04285702702863e-05	0.0106596061623583
OTU_15_skin	1.14523924047733e-05	0.000830530885087973	0.000171201846448542	2.19557019009824e-05	0.000184286106187756
OTU_10_skin	0.00503434743472149	0.000724586867557601	0.00117450854797963	0.000481914731673709	0.00937629756959474
OTU_21_skin	2.67222489444712e-05	0	0	2.90671697446308e-05	0.00458283636655277
OTU_22_skin	0.0053809777616684	0.0298777620883127	0.0417285615745456	0.0230503790632537	0.0118189245545806
OTU_24_skin	0.000156735803673447	0	0	8.56325677781775e-06	0.0103986933077345
OTU_25_skin	2.67222489444712e-05	0	2.519061740188e-06	8.96929809262893e-06	0.00701560378604298
OTU_31_skin	2.09960527420845e-05	0.000370619900362077	1.259530870094e-06	3.238913200116e-05	0.00134224910699721
OTU_32_skin	0	3.03446852800967e-06	1.259530870094e-06	0	0.000839745904567831
OTU_34_skin	3.81746413492445e-06	7.58617132002415e-07	0	0	0.00426494466388094
OTU_36_skin	0.0234069664499981	0.0314315315557541	0.0526561798908853	0.0413215254841955	0.032455775402069
OTU_41_skin	0	0	0.000462229265715795	8.822076363893e-05	0.00123492788357203
OTU_49_skin	0.000533226687995733	6.82755418802173e-06	2.2671555661692e-06	9.41776299726038e-05	5.16556315919374e-05
OTU_51_skin	1.52698565396978e-05	3.03446852800967e-06	0.00052964368819237	0	0.00196034668749768
OTU_53_skin	0.0003999200159968	0	0	0.000131211299711166	5.20589581088689e-05
OTU_54_skin	0	9.06547472742887e-05	0	1.32878490261169e-05	0.0010575130374753
OTU_57_skin	0.00584954589534044	0.00915504807207427	0.0176345128627947	0.0130089199433567	0.014292243416391
OTU_62_skin	0.00269401212186349	0.0111699257058057	0.0128254764305949	0.00732890426286717	0.0195567330024365
OTU_63_skin	0	1.13792569800362e-06	5.038123480376e-07	0	0.000850405231429598
OTU_17_skin	0.00371172857177981	0.00643375593457172	0.0259343050088227	0.0106582422937587	0.00213798368056077
OTU_83_skin	0	6.47712022053298e-05	0	9.9658867695877e-06	1.22400518978201e-06
OTU_87_skin	3.81746413492445e-06	2.65515996200845e-06	0	0	0.000956826547738001
OTU_102_skin	0.0022440562833576	0	0.000759376650818807	0.000159530486051194	0
OTU_110_skin	3.48586395681375e-05	0.000265315967197298	0	5.6172706356054e-05	6.6412086999834e-05
OTU_145_skin	8.92899794766983e-06	3.41377709401087e-06	3.0228740882256e-06	0.001174593388024	3.7751220306138e-05
OTU_105_skin	1.14523924047733e-05	0	0.00227812995245642	2.92098073051482e-05	0
OTU_151_skin	3.81746413492445e-06	0.000116588163969594	7.557185220564e-07	0	8.99643814489775e-05
OTU_152_skin	0.0129630414723603	0.0741275258352812	0.0079384416005499	0.0203246729782749	0.00275893747109186
OTU_166_skin	0.023143050980399	0.0070998682841579	0.00120350664499904	0.00246204671697701	0.00389042610590552
OTU_138_skin	0.00860591527220107	0.00155025535924819	0.00188193343898573	0.00260415463209262	0.00706385381101202
OTU_208_skin	0.00113868733570823	0.000423687668223348	0.00134341562604226	0.000828315164949828	0.000311259384679436
OTU_263_skin	0.000806090330556971	0	0.00059324160905378	0.000110215301827612	3.40921803549374e-05
OTU_267_skin	1.90873206746223e-05	3.03446852800967e-06	0.00324038213271367	0	0
OTU_295_skin	1.52698565396978e-05	0.000184917189258723	0.00125225923057062	1.49488301543816e-05	0
OTU_299_skin	0.000846748764083331	0.00258340789222107	0.000353660499763437	0.000284833472698692	8.73988464844587e-05
OTU_80_skin	0.0028343451645884	0.000927745033835407	7.77119219054963e-05	5.14904149762032e-06	0.000869975091730724
OTU_313_skin	0.000861156524716011	0.00180837000132844	0.00302171628941563	0.00188450126376573	0.000411169172013676
OTU_245_skin	0.0244706688168745	0.00115476342003933	0.00382686082644643	0.000533974736617268	0.00052416447290838
OTU_332_skin	0	0.000464473985611571	5.038123480376e-07	5.2932458183358e-05	0.000364205935842182
OTU_348_skin	0.0143242252833188	0.00197884803690593	0.00286103000877979	0.000153838680754999	0.00263342822788928
OTU_362_skin	0.00246060125246421	0.000448014505128448	0	0.000180487957758518	0.000398480394357286
OTU_384_skin	0.00955530792123141	0.0010916855857362	0.0035470446283886	0.000271512903573205	0.00414837306958669
OTU_386_skin	0.000166633339998667	0.000337848072763634	1.62550622589415e-05	4.76285416805122e-05	3.06542885312141e-05
OTU_404_skin	0.000242326694235138	0.00391177423645012	0.00296441322933268	0.00678396565095918	0.000474034473706823
OTU_423_skin	0.0011997600479904	0	1.37105350075506e-05	3.32292151259387e-05	1.53433421518805e-05
OTU_428_skin	1.21446924019907e-05	0.0128061985088475	0.000398631413551359	0.000724585721541428	0.000449832998431418
OTU_481_skin	0.000568203079188548	3.14826109781002e-05	4.68545483674968e-05	0.000142417053005249	0.000374854315757687
OTU_483_skin	0.00242600679281902	0.000394563833215356	0.00031484698132936	0.000171366631893063	5.54137207463627e-05
OTU_119_skin	0.0131864821444384	9.27149247850173e-05	0	0.000383243356498568	0.00152883320918782
OTU_500_skin	0.000334992604908003	1.51723426400483e-06	0.00195835494000626	0.000617294966734206	0.000580872592769923
OTU_469_skin	0.00704307068347032	0.00685848708276712	0.00567388147984421	0.00556527900299657	0.00117202027804312
OTU_506_skin	0.0036131611316829	0.000685206684474852	0.00170922631003032	0.00017568704727995	0.00216545893082582
OTU_510_skin	0	2.12412796960677e-05	0.000243656405499138	0	6.59455551127281e-05
OTU_515_skin	0.00666551014273222	0.0152677691953318	0.00269367208709275	0.000898492916353171	0.00200870056018768
OTU_524_skin	0.00641544512150357	0.00789147471355921	0.00303917313762814	0.000415140055909632	0.000865263503825293
OTU_536_skin	2.73410224701142e-05	0.000717365614022663	0.00088986241358067	1.93837088234643e-05	0.000756582946221441
OTU_541_skin	0.000474637522266795	0.000464832820292733	0.000847093576230403	0.000136567245711788	0.003246496132081
OTU_491_skin	0.00493082467706132	0.000510065324934572	0.00504623640271214	0.000978392095686243	0.00171068331489753
OTU_355_skin	7.82834338055806e-05	0.000650618755151444	0.000310421999661437	0.000292510810261101	0.000163455774252237
OTU_624_skin	5.60841486566444e-06	0.000127483021579399	7.02820642409472e-05	0.000201236534278717	0.000622268151519015
OTU_634_skin	0.000727802037845707	5.09192260277643e-05	3.83691256121792e-05	0.0006021714121369	0.000432127268398161
OTU_657_skin	0.000177887816216244	0.000194757227055786	3.778592610282e-06	0.00014046916701784	0.000366258384104379
OTU_735_skin	0	0.000225825596754793	0.000133159736328548	0.000235925366695427	3.24106016990579e-05
OTU_827_skin	0.000392147529892619	1.89654283000603e-06	0	0	2.43082790991402e-05
OTU_933_skin	0	5.68962849001812e-06	2.64558878376975e-05	0	9.81173554799482e-06
OTU_962_skin	0.00162319051382766	8.0316290734609e-05	0.000264131008980455	0.00017644152727786	8.98757355372639e-05
OTU_1094_skin	7.71157044028861e-06	0	0	7.42518146189995e-05	2.44801037956401e-06
OTU_1096_skin	4.90736300745639e-06	1.13792569800362e-06	9.93815924368367e-05	1.26234565748111e-05	0.000114194358798675
OTU_1385_skin	0	0	1.0076246960752e-06	7.0576610911144e-05	0.000248568326778718
OTU_1663_skin	0	0.000100348770182108	6.5756241612343e-05	3.47145055807305e-05	1.83600778467301e-06
OTU_1747_skin	0	0.000248785728342262	7.557185220564e-07	0.000522358663446883	0
OTU_1586_skin	0.00145560407569141	0	1.0076246960752e-06	8.822076363893e-05	0.000186341389890101
OTU_2267_skin	8.92899794766983e-06	5.31031992401692e-06	3.778592610282e-06	0	4.95183238187641e-05
OTU_1934_skin	1.09380224858956e-05	4.17239422601328e-06	7.557185220564e-07	0	0
