"","to_taxa","from_taxa","from","to","cor","p","p_adjust","p_adjust2","from_class","to_class","name","from_Kingdom","from_Phylum","from_Class","from_Order","from_Family","from_Genus","from_Species","to_Kingdom","to_Phylum","to_Class","to_Order","to_Family","to_Genus","to_Species","compare","compareclass"
"1","ASV1","ASV12","stoolASV12","nasalASV1",-0.119377275697972,0.00190555777602375,0.0329568800531342,0.0437529722852513,"stool","nasal","nasalASV1_stoolASV12","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Unclassified_Cutibacterium","between","stool_nasal"
"2","ASV1","ASV43","stoolASV43","nasalASV1",-0.144490019377714,0.000167226813678902,0.00551848485140378,0.00764097902502061,"stool","nasal","nasalASV1_stoolASV43","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Unclassified_Ruminococcus","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Unclassified_Cutibacterium","between","stool_nasal"
"3","ASV11","ASV648","stoolASV648","nasalASV11",0.107994245753272,0.00500515174770384,0.0216804728940884,0.0822934271088361,"stool","nasal","nasalASV11_stoolASV648","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Unclassified_Holdemanella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"4","ASV11","ASV2269","stoolASV2269","nasalASV11",0.133967532729776,0.000487969184480249,0.00805149154392411,0.0159552492980515,"stool","nasal","nasalASV11_stoolASV2269","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Frisingicoccus","Unclassified_Frisingicoccus","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"5","ASV11","OTU_1656","oralOTU_1656","nasalASV11",-0.137241415561263,0.000239703638536763,0.0153410328663529,0.0147018231635882,"oral","nasal","nasalASV11_oralOTU_1656","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Fretibacterium","Unclassified_Fretibacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"6","ASV11","ASV2950","stoolASV2950","nasalASV11",0.11695367228119,0.00235715324370599,0.0129643428403829,0.0503047554525038,"stool","nasal","nasalASV11_stoolASV2950","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Unclassified_Slackia","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"7","ASV11","OTU_1541","skinOTU_1541","nasalASV11",-0.135293585867435,0.00200843057785413,0.00883709454255816,0.0181518698712005,"skin","nasal","nasalASV11_skinOTU_1541","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unclassified_Nocardioides","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"8","ASV11","OTU_83","skinOTU_83","nasalASV11",-0.139560866218515,0.00143577120732897,0.00498741577282697,0.013717768335166,"skin","nasal","nasalASV11_skinOTU_83","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Unclassified_Weeksellaceae","Unclassified_Weeksellaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"9","ASV11","OTU_152","skinOTU_152","nasalASV11",-0.130333430929983,0.00293237713906024,0.0148874531675366,0.0245555988806781,"skin","nasal","nasalASV11_skinOTU_152","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Unclassified_Lysinibacillus","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"10","ASV11","OTU_263","skinOTU_263","nasalASV11",-0.125937410672876,0.00405843991548562,0.0267857034422051,0.0316104574783787,"skin","nasal","nasalASV11_skinOTU_263","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Unclassified_Methylobacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"11","ASV11","ASV2702","stoolASV2702","nasalASV11",0.108028546669949,0.00499123773084523,0.0264433454629497,0.0822934271088361,"stool","nasal","nasalASV11_stoolASV2702","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Unclassified_Longicatena","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"12","ASV11","OTU_359","oralOTU_359","nasalASV11",-0.124187637441907,0.000897661244901539,0.00739072164586132,0.0392482381929227,"oral","nasal","nasalASV11_oralOTU_359","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptoanaerobacter","Unclassified_Peptoanaerobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"13","ASV11","ASV88","stoolASV88","nasalASV11",-0.127703733059784,0.000891053990389096,0.0294047816828402,0.0244580603175631,"stool","nasal","nasalASV11_stoolASV88","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","wadsworthensis","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"14","ASV11","OTU_166","oralOTU_166","nasalASV11",0.118154302352343,0.00158703164535695,0.0253925063257112,0.0608297896167223,"oral","nasal","nasalASV11_oralOTU_166","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","Unclassified_Delftia","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"15","ASV11","OTU_7","skinOTU_7","nasalASV11",0.118859232432671,0.00671034874237482,0.0233096324735125,0.0455468326004764,"skin","nasal","nasalASV11_skinOTU_7","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","iners","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"16","ASV11","OTU_327","skinOTU_327","nasalASV11",-0.115926430956954,0.00820449091052844,0.0228092441809947,0.0531711218058109,"skin","nasal","nasalASV11_skinOTU_327","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified_Granulicatella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"17","ASV11","OTU_2745","oralOTU_2745","nasalASV11",0.114547784104396,0.00220431669835978,0.015675140966114,0.0783424417502179,"oral","nasal","nasalASV11_oralOTU_2745","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Arachnia","Unclassified_Arachnia","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"18","ASV11","ASV2080","stoolASV2080","nasalASV11",-0.109353935932034,0.00447961237333168,0.0197102944426594,0.0753082004648778,"stool","nasal","nasalASV11_stoolASV2080","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","evryensis","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"19","ASV11","OTU_614","oralOTU_614","nasalASV11",-0.154468605643134,3.48271047480606e-05,0.00111446735193794,0.00320409363682157,"oral","nasal","nasalASV11_oralOTU_614","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"20","ASV11","OTU_849","oralOTU_849","nasalASV11",-0.129467811507274,0.000533895182958518,0.00244066369352465,0.0279122428979743,"oral","nasal","nasalASV11_oralOTU_849","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella","Unclassified_Snodgrassella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"21","ASV11","ASV1600","stoolASV1600","nasalASV11",-0.105601460008279,0.00606657819277287,0.0307995508248469,0.09359863497421,"stool","nasal","nasalASV11_stoolASV1600","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Unclassified_Terrisporobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"22","ASV11","ASV2321","stoolASV2321","nasalASV11",0.110462716533063,0.00408855910008894,0.0337306125757337,0.0709562075034557,"stool","nasal","nasalASV11_stoolASV2321","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","Unclassified_Mailhella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","stool_nasal"
"23","ASV11","OTU_962","skinOTU_962","nasalASV11",-0.12664731095545,0.00385348658655369,0.0211941762260453,0.0302963773011807,"skin","nasal","nasalASV11_skinOTU_962","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Aeribacillus","Unclassified_Aeribacillus","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","skin_nasal"
"24","ASV11","OTU_312","oralOTU_312","nasalASV11",-0.135847705665759,0.00027758696729401,0.00111151713532734,0.0163615322320185,"oral","nasal","nasalASV11_oralOTU_312","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Aminipila","Unclassified_Aminipila","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","catarrhalis","between","oral_nasal"
"25","ASV1116","OTU_778","skinOTU_778","nasalASV1116",-0.133278875022559,0.00234570705249164,0.011908974266496,0.0207514401680742,"skin","nasal","nasalASV1116_skinOTU_778","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Unclassified_Roseomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"26","ASV1116","OTU_510","skinOTU_510","nasalASV1116",-0.157905461184587,0.000304616822631329,0.00502617757341692,0.00397905724562173,"skin","nasal","nasalASV1116_skinOTU_510","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Unclassified_Kocuria","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"27","ASV1116","OTU_1519","skinOTU_1519","nasalASV1116",-0.178761240854384,4.20934244529024e-05,0.000519778090445473,0.000770586193634156,"skin","nasal","nasalASV1116_skinOTU_1519","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Unclassified_Halomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"28","ASV1116","ASV500","stoolASV500","nasalASV1116",-0.127721700837321,0.000889549484594732,0.00489252216527103,0.0244580603175631,"stool","nasal","nasalASV1116_stoolASV500","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Unclassified_Muribaculaceae","Unclassified_Muribaculaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"29","ASV1116","OTU_981","oralOTU_981","nasalASV1116",0.163377475722138,1.17991796369952e-05,0.000755147496767694,0.0014887193507706,"oral","nasal","nasalASV1116_oralOTU_981","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","exigua","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","oral_nasal"
"30","ASV1116","OTU_151","oralOTU_151","nasalASV1116",-0.109316386779002,0.0034940658547356,0.0316991996723558,0.109059073680334,"oral","nasal","nasalASV1116_oralOTU_151","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Unclassified_Bifidobacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","oral_nasal"
"31","ASV1116","OTU_299","skinOTU_299","nasalASV1116",-0.115225961788568,0.00860260247579134,0.0350186637670191,0.055032158567248,"skin","nasal","nasalASV1116_skinOTU_299","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"32","ASV1116","OTU_312","oralOTU_312","nasalASV1116",-0.129349842528038,0.000540244849170112,0.0020338629615816,0.0279122428979743,"oral","nasal","nasalASV1116_oralOTU_312","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Aminipila","Unclassified_Aminipila","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","oral_nasal"
"33","ASV1116","OTU_481","skinOTU_481","nasalASV1116",-0.142396672788011,0.00114278534429771,0.00942797909045609,0.0114873973687321,"skin","nasal","nasalASV1116_skinOTU_481","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter","hominis","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"34","ASV1116","OTU_483","skinOTU_483","nasalASV1116",-0.180564648405447,3.50826268308003e-05,0.00231545337083282,0.000669104396134199,"skin","nasal","nasalASV1116_skinOTU_483","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","yeei","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"35","ASV1116","OTU_570","oralOTU_570","nasalASV1116",-0.112842927676154,0.00256665531047896,0.0136888283225544,0.0860718665348581,"oral","nasal","nasalASV1116_oralOTU_570","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor","alocis","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","oral_nasal"
"36","ASV1116","ASV2080","stoolASV2080","nasalASV1116",0.117006451819642,0.0023463571703088,0.0119122748646447,0.0502247264563398,"stool","nasal","nasalASV1116_stoolASV2080","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","evryensis","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"37","ASV1116","OTU_288","skinOTU_288","nasalASV1116",-0.151623930887729,0.000528338575758529,0.00871758650001573,0.0062210006948469,"skin","nasal","nasalASV1116_skinOTU_288","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified_Lactococcus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"38","ASV1116","OTU_179","skinOTU_179","nasalASV1116",-0.16976743182508,0.000101703962924252,0.000671246155300061,0.00160423609442782,"skin","nasal","nasalASV1116_skinOTU_179","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sputigena","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"39","ASV1116","OTU_63","skinOTU_63","nasalASV1116",-0.121697926530176,0.00550135233267573,0.0259349467111856,0.0391415365967396,"skin","nasal","nasalASV1116_skinOTU_63","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","sinus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"40","ASV1116","OTU_1096","skinOTU_1096","nasalASV1116",-0.151503754800839,0.000533826346483195,0.00320295807889917,0.00627089684768081,"skin","nasal","nasalASV1116_skinOTU_1096","Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","Unclassified_Rhodococcus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"41","ASV1116","OTU_962","skinOTU_962","nasalASV1116",-0.120870274030235,0.00583182441358982,0.0256600274197952,0.0406519379634572,"skin","nasal","nasalASV1116_skinOTU_962","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Aeribacillus","Unclassified_Aeribacillus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"42","ASV1116","ASV2918","stoolASV2918","nasalASV1116",-0.13975943114758,0.000273159618793997,0.00360570696808076,0.0104122019399123,"stool","nasal","nasalASV1116_stoolASV2918","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Howardella","Unclassified_Howardella","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"43","ASV1116","ASV2702","stoolASV2702","nasalASV1116",0.127650083321173,0.000895560289405721,0.00591069791007776,0.0244580603175631,"stool","nasal","nasalASV1116_stoolASV2702","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Unclassified_Longicatena","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"44","ASV1116","ASV1600","stoolASV1600","nasalASV1116",-0.16287232704222,2.14759481541827e-05,0.00141741257817606,0.00145791008040966,"stool","nasal","nasalASV1116_stoolASV1600","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Unclassified_Terrisporobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"45","ASV1116","OTU_428","skinOTU_428","nasalASV1116",-0.201282014123266,3.80332470427369e-06,4.18365717470106e-05,9.44429540427565e-05,"skin","nasal","nasalASV1116_skinOTU_428","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Unclassified_Rhizobium","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"46","ASV1116","ASV197","stoolASV197","nasalASV1116",0.17011322498825,8.97066893924067e-06,0.0002101932805682,0.000695031828248995,"stool","nasal","nasalASV1116_stoolASV197","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Unclassified_Duncaniella","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"47","ASV1116","OTU_624","skinOTU_624","nasalASV1116",-0.115726251341813,0.0083165505617665,0.0457410280897157,0.0535504719099111,"skin","nasal","nasalASV1116_skinOTU_624","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium","Unclassified_Agrobacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"48","ASV1116","OTU_138","skinOTU_138","nasalASV1116",-0.116319243600465,0.00798850486680194,0.032952582575558,0.0524480895443436,"skin","nasal","nasalASV1116_skinOTU_138","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","micraerophilus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"49","ASV1116","ASV254","stoolASV254","nasalASV1116",-0.151343092602366,7.99516850256003e-05,0.000659601401461203,0.00398528399204531,"stool","nasal","nasalASV1116_stoolASV254","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta","Unclassified_Streptophyta","Unclassified_Streptophyta","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"50","ASV1116","ASV68","stoolASV68","nasalASV1116",-0.185966985213553,1.16504581893956e-06,2.56310080166703e-05,0.000145692045568441,"stool","nasal","nasalASV1116_stoolASV68","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Aestuariispira","Unclassified_Aestuariispira","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","stool_nasal"
"51","ASV1116","OTU_65","skinOTU_65","nasalASV1116",-0.175965803637029,5.56336437044676e-05,0.00122394016149829,0.000972328769413273,"skin","nasal","nasalASV1116_skinOTU_65","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","Unclassified_Lachnoanaerobaculum","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae","between","skin_nasal"
"52","ASV1122","OTU_614","oralOTU_614","nasalASV1122",-0.109748305361317,0.00336606595577787,0.0443813698295564,0.107714110584892,"oral","nasal","nasalASV1122_oralOTU_614","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","oral_nasal"
"53","ASV1122","ASV1081","stoolASV1081","nasalASV1122",0.111080829874021,0.00388423452003611,0.0427265797203972,0.0699162213606501,"stool","nasal","nasalASV1122_stoolASV1081","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus","Unclassified_Monoglobus","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","stool_nasal"
"54","ASV1122","OTU_404","skinOTU_404","nasalASV1122",-0.125818268466765,0.00409378815877201,0.0208406567650352,0.0316600433437082,"skin","nasal","nasalASV1122_skinOTU_404","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter","Unclassified_Aminobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"55","ASV1122","OTU_541","skinOTU_541","nasalASV1122",0.127253035336286,0.00368607308191275,0.0264123190998506,0.029255288890624,"skin","nasal","nasalASV1122_skinOTU_541","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified_Bacillales","Unclassified_Bacillales","Unclassified_Bacillales","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"56","ASV1122","ASV68","stoolASV68","nasalASV1122",-0.160322595932285,2.89504984142539e-05,0.000191073289534075,0.00187599229724365,"stool","nasal","nasalASV1122_stoolASV68","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Aestuariispira","Unclassified_Aestuariispira","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","stool_nasal"
"57","ASV1122","OTU_88","skinOTU_88","nasalASV1122",0.126604018156153,0.00386571184738837,0.0134282622067175,0.0303449305579031,"skin","nasal","nasalASV1122_skinOTU_88","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"58","ASV1122","OTU_312","oralOTU_312","nasalASV1122",-0.119434275956371,0.00140930125253544,0.00409978546192127,0.0570960947816192,"oral","nasal","nasalASV1122_oralOTU_312","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Aminipila","Unclassified_Aminipila","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","oral_nasal"
"59","ASV1122","OTU_327","skinOTU_327","nasalASV1122",-0.159174270867358,0.000271861953357512,0.000996827162310877,0.00365592374809995,"skin","nasal","nasalASV1122_skinOTU_327","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified_Granulicatella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"60","ASV1122","OTU_7","skinOTU_7","nasalASV1122",-0.133049915633135,0.00238714285608265,0.0112536734643896,0.0208968735883256,"skin","nasal","nasalASV1122_skinOTU_7","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","iners","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"61","ASV1122","ASV2321","stoolASV2321","nasalASV1122",0.167529937112748,1.23004382080248e-05,0.00040591446086482,0.000894668607620419,"stool","nasal","nasalASV1122_stoolASV2321","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","Unclassified_Mailhella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","stool_nasal"
"62","ASV1122","OTU_102","skinOTU_102","nasalASV1122",0.199807174620992,4.49052275083327e-06,2.11696072539283e-05,0.000108290683260479,"skin","nasal","nasalASV1122_skinOTU_102","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unclassified_Blautia","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","skin_nasal"
"63","ASV1122","ASV155","stoolASV155","nasalASV1122",-0.142795455169764,0.000199711740640487,0.00302123079140572,0.0085755740197915,"stool","nasal","nasalASV1122_stoolASV155","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","crossotus","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified_Pseudomonas","between","stool_nasal"
